,label
196916,neutral
310579,neutral
427646,neutral
104531,neutral
138975,neutral
325279,neutral
141907,neutral
139186,neutral
76335,neutral
139183,neutral
258011,neutral
259867,neutral
146618,neutral
407004,neutral
435044,neutral
135502,neutral
87331,neutral
375633,neutral
490990,neutral
133053,neutral
443682,neutral
257549,neutral
48582,neutral
210035,neutral
180402,neutral
282405,neutral
15923,neutral
22308,neutral
219217,neutral
492760,neutral
144557,neutral
52610,neutral
481924,neutral
306583,neutral
454292,neutral
88462,neutral
294266,neutral
77462,neutral
185094,neutral
97581,neutral
374251,neutral
360407,neutral
449392,neutral
138323,neutral
448720,neutral
41041,neutral
188435,neutral
297984,neutral
5546,neutral
322229,neutral
118203,neutral
338644,neutral
403377,neutral
335964,neutral
52317,neutral
80676,neutral
3410,neutral
405215,neutral
46078,neutral
301285,neutral
419813,neutral
396227,neutral
245382,neutral
119525,neutral
200981,neutral
8974,neutral
53204,neutral
384341,neutral
65727,neutral
13573,neutral
84432,neutral
102176,neutral
411215,neutral
190608,neutral
306180,neutral
154600,neutral
459953,neutral
213993,neutral
443485,neutral
121637,neutral
405723,neutral
444648,neutral
154479,neutral
78931,neutral
19301,neutral
145003,neutral
252043,neutral
197646,neutral
53569,neutral
218248,neutral
162360,neutral
31133,neutral
353630,neutral
42163,neutral
212744,neutral
106526,neutral
287036,neutral
353946,neutral
287947,neutral
372458,neutral
375610,neutral
324745,neutral
342088,neutral
256294,neutral
184239,neutral
216119,neutral
339216,neutral
294309,neutral
115352,neutral
373121,neutral
446429,neutral
91400,neutral
437742,neutral
446675,neutral
389848,neutral
316740,neutral
296122,neutral
276275,neutral
376997,neutral
478298,neutral
366962,neutral
78677,neutral
308795,neutral
193691,neutral
332088,neutral
148160,neutral
310916,neutral
175799,neutral
361418,neutral
189586,neutral
258530,neutral
104348,neutral
148063,neutral
87462,neutral
358447,neutral
486274,neutral
394100,neutral
414697,neutral
491842,neutral
225731,neutral
330239,neutral
336184,neutral
460560,neutral
448819,neutral
47748,neutral
439615,neutral
242470,neutral
141855,neutral
264621,neutral
243514,neutral
17607,neutral
2112,neutral
71052,neutral
344260,neutral
151154,neutral
235416,neutral
67856,neutral
216282,neutral
110380,neutral
295524,neutral
25751,neutral
337406,neutral
320770,neutral
493,neutral
385214,neutral
49868,neutral
173256,neutral
74270,neutral
331074,neutral
420228,neutral
98247,neutral
152766,neutral
82800,neutral
438159,neutral
329828,neutral
157368,neutral
484548,neutral
230703,neutral
438586,neutral
487484,neutral
125284,neutral
458592,neutral
327038,neutral
305260,neutral
262809,neutral
256007,neutral
170885,neutral
377533,neutral
336107,neutral
228230,neutral
76834,neutral
187419,neutral
239090,neutral
238254,neutral
121142,neutral
63968,neutral
445836,neutral
34796,neutral
359960,neutral
331924,neutral
117451,neutral
75377,neutral
153330,neutral
449383,neutral
64091,neutral
70621,neutral
295883,neutral
487965,neutral
487185,neutral
76730,neutral
417455,neutral
307943,neutral
278370,neutral
130662,neutral
389772,neutral
61469,neutral
375727,neutral
227275,neutral
178075,neutral
60213,neutral
362405,neutral
386094,neutral
385451,neutral
63707,neutral
411638,neutral
149854,neutral
291836,neutral
167776,neutral
451843,neutral
45464,neutral
339423,neutral
191914,neutral
487343,neutral
319115,neutral
127961,neutral
196871,neutral
224552,neutral
68454,neutral
356380,neutral
125451,neutral
281392,neutral
235067,neutral
485461,neutral
84390,neutral
202377,neutral
191426,neutral
452162,neutral
203501,neutral
168637,neutral
5544,neutral
168698,neutral
9419,neutral
183153,neutral
449016,neutral
450188,neutral
484708,neutral
115532,neutral
68374,neutral
435188,neutral
416428,neutral
138255,neutral
133596,neutral
334809,neutral
374143,neutral
393557,neutral
61520,neutral
125398,neutral
115794,neutral
308565,neutral
210417,neutral
358048,neutral
115659,neutral
283730,neutral
286425,neutral
134708,neutral
128634,neutral
296945,neutral
306001,neutral
35035,neutral
289531,neutral
253055,neutral
89107,neutral
442047,neutral
64024,neutral
251414,neutral
3222,neutral
175587,neutral
215306,neutral
477966,neutral
111920,neutral
43357,neutral
459311,neutral
319800,neutral
331487,neutral
54260,neutral
21593,neutral
338739,neutral
232972,neutral
320126,neutral
278324,neutral
34397,neutral
461227,neutral
316500,neutral
64712,neutral
305407,neutral
39468,neutral
218484,neutral
136287,neutral
82754,neutral
151861,neutral
329603,neutral
142429,neutral
185286,neutral
306229,neutral
491452,neutral
228976,neutral
151454,neutral
311520,neutral
330431,neutral
29009,neutral
441217,neutral
395476,neutral
336812,neutral
63691,neutral
252641,neutral
468728,neutral
235699,neutral
410430,neutral
197493,neutral
66659,neutral
155401,neutral
311690,neutral
370672,neutral
226990,neutral
46637,neutral
65140,neutral
345643,neutral
97081,neutral
17093,neutral
430635,neutral
172506,neutral
163419,neutral
73525,neutral
34982,neutral
408245,neutral
70418,neutral
482912,neutral
453058,neutral
295941,neutral
110775,neutral
182815,neutral
414381,neutral
435889,neutral
287312,neutral
457620,neutral
119349,neutral
43184,neutral
326856,neutral
137150,neutral
412287,neutral
52519,neutral
342393,neutral
151646,neutral
430556,neutral
425366,neutral
264128,neutral
420499,neutral
170703,neutral
83024,neutral
8550,neutral
250907,neutral
465392,neutral
370228,neutral
381437,neutral
353163,neutral
305186,neutral
490177,neutral
358692,neutral
239967,neutral
334523,neutral
106813,neutral
31468,neutral
78513,neutral
331554,neutral
28771,neutral
389596,neutral
322577,neutral
324710,neutral
142254,neutral
207709,neutral
478814,neutral
389863,neutral
436451,neutral
131200,neutral
146449,neutral
139908,neutral
383098,neutral
375,neutral
129255,neutral
306251,neutral
373197,neutral
16886,neutral
268061,neutral
382082,neutral
476071,neutral
199878,neutral
43049,neutral
275376,neutral
407411,neutral
252863,neutral
221863,neutral
436229,neutral
189728,neutral
436158,neutral
459469,neutral
404264,neutral
20903,neutral
141710,neutral
300248,neutral
271867,neutral
407604,neutral
198931,neutral
199538,neutral
132302,neutral
378274,neutral
395278,neutral
430950,neutral
98309,neutral
290087,neutral
219295,neutral
25248,neutral
416816,neutral
382174,neutral
398719,neutral
422159,neutral
187055,neutral
159513,neutral
129002,neutral
290527,neutral
268572,neutral
98626,neutral
288735,neutral
113131,neutral
312905,neutral
319160,neutral
417592,neutral
169094,neutral
324811,neutral
121138,neutral
309556,neutral
177024,neutral
437802,neutral
67130,neutral
243423,neutral
37955,neutral
210739,neutral
301461,neutral
260723,neutral
361090,neutral
428123,neutral
64970,neutral
307758,neutral
340733,neutral
306723,neutral
41285,neutral
427601,neutral
468866,neutral
413616,neutral
48310,neutral
101952,neutral
163630,neutral
80758,neutral
381982,neutral
92826,neutral
8566,neutral
281704,neutral
382357,neutral
422205,neutral
27485,neutral
299831,neutral
258033,neutral
22281,neutral
363261,neutral
131772,neutral
159307,neutral
203014,neutral
483956,neutral
36750,neutral
105555,neutral
439872,neutral
42069,neutral
175325,neutral
281400,neutral
232732,neutral
165784,neutral
265514,neutral
72003,neutral
442404,neutral
291720,neutral
63923,neutral
420884,neutral
250147,neutral
259868,neutral
56105,neutral
257682,neutral
133687,neutral
309136,neutral
321588,neutral
255483,neutral
301569,neutral
57713,neutral
439845,neutral
119427,neutral
170515,neutral
124116,neutral
237791,neutral
173141,neutral
389243,neutral
307714,neutral
311770,neutral
45675,neutral
273026,neutral
222443,neutral
396543,neutral
415510,neutral
478357,neutral
73915,neutral
321183,neutral
108301,neutral
13310,neutral
142848,neutral
349218,neutral
258839,neutral
131899,neutral
448836,neutral
330819,neutral
300441,neutral
113492,neutral
68746,neutral
135307,neutral
244285,neutral
21858,neutral
215470,neutral
162102,neutral
274618,neutral
411657,neutral
230579,neutral
220477,neutral
209394,neutral
318427,neutral
492292,neutral
243664,neutral
337608,neutral
392320,neutral
336047,neutral
448151,neutral
17142,neutral
430307,neutral
194562,neutral
419895,neutral
249606,neutral
451091,neutral
132866,neutral
167198,neutral
356750,neutral
334232,neutral
31502,neutral
308369,neutral
74878,neutral
335485,neutral
127257,neutral
272517,neutral
459525,neutral
315108,neutral
210422,neutral
277664,neutral
139920,neutral
147623,neutral
203171,neutral
151803,neutral
292874,neutral
359155,neutral
76812,neutral
425156,neutral
70747,neutral
176416,neutral
196311,neutral
197988,neutral
105493,neutral
14814,neutral
216112,neutral
166723,neutral
25202,neutral
433018,neutral
414060,neutral
423193,neutral
143493,neutral
96425,neutral
153568,neutral
83301,neutral
326745,neutral
392072,neutral
234539,neutral
300579,neutral
478444,neutral
440085,neutral
437694,neutral
189936,neutral
107346,neutral
167266,neutral
394054,neutral
409140,neutral
464999,neutral
318267,neutral
248131,neutral
272546,neutral
63743,neutral
184078,neutral
68481,neutral
234058,neutral
34287,neutral
376162,neutral
149473,neutral
492038,neutral
17604,neutral
114025,neutral
361879,neutral
315269,neutral
258367,neutral
84121,neutral
130840,neutral
241723,neutral
306694,neutral
38562,neutral
365306,neutral
293738,neutral
199370,neutral
323629,neutral
103807,neutral
38704,neutral
22507,neutral
313459,neutral
387156,neutral
288890,neutral
19617,neutral
5672,neutral
430001,neutral
456825,neutral
167613,neutral
217700,neutral
360105,neutral
208436,neutral
434780,neutral
308510,neutral
440018,neutral
108814,neutral
471403,neutral
186811,neutral
80537,neutral
306115,neutral
183554,neutral
133047,neutral
403571,neutral
111586,neutral
248473,neutral
373476,neutral
435286,neutral
15180,neutral
385303,neutral
431658,neutral
461459,neutral
425474,neutral
236993,neutral
312227,neutral
31102,neutral
318647,neutral
341080,neutral
258267,neutral
175152,neutral
442217,neutral
246032,neutral
292248,neutral
338465,neutral
24420,neutral
273375,neutral
338210,neutral
329675,neutral
290887,neutral
23392,neutral
442833,neutral
174203,neutral
194064,neutral
83393,neutral
160641,neutral
260611,neutral
378682,neutral
385944,neutral
287162,neutral
41568,neutral
437228,neutral
459451,neutral
175358,neutral
308090,neutral
122891,neutral
470917,neutral
341134,neutral
19375,neutral
462574,neutral
484370,neutral
150716,neutral
487331,neutral
259459,neutral
274617,neutral
139680,neutral
288110,neutral
127954,neutral
140352,neutral
487787,neutral
163224,neutral
49059,neutral
463442,neutral
121006,neutral
135181,neutral
84551,neutral
487461,neutral
466479,neutral
293536,neutral
128717,neutral
336199,neutral
179247,neutral
417602,neutral
26845,neutral
428982,neutral
199953,neutral
68487,neutral
56547,neutral
345407,neutral
169573,neutral
113327,neutral
151774,neutral
489444,neutral
68213,neutral
146818,neutral
393970,neutral
83924,neutral
264711,neutral
42054,neutral
250277,neutral
58970,neutral
117781,neutral
412675,neutral
257428,neutral
258154,neutral
331171,neutral
129627,neutral
458687,neutral
68396,neutral
355844,neutral
450062,neutral
286617,neutral
142426,neutral
315115,neutral
404991,neutral
128116,neutral
292255,neutral
25329,neutral
140846,neutral
134459,neutral
434969,neutral
304036,neutral
320643,neutral
306984,neutral
191736,neutral
314048,neutral
412353,neutral
370469,neutral
42002,neutral
89359,neutral
145736,neutral
110073,neutral
361252,neutral
130698,neutral
26450,neutral
401432,neutral
264743,neutral
226337,neutral
434525,neutral
378254,neutral
386301,neutral
296526,neutral
13209,neutral
375723,neutral
436252,neutral
392736,neutral
124190,neutral
437635,neutral
269081,neutral
166424,neutral
258118,neutral
301795,neutral
270243,neutral
318922,neutral
294601,neutral
483277,neutral
207609,neutral
148581,neutral
381832,neutral
58079,neutral
293848,neutral
380009,neutral
112188,neutral
430779,neutral
486431,neutral
304464,neutral
213958,neutral
291603,neutral
453638,neutral
334811,neutral
483257,neutral
25433,neutral
337607,neutral
187848,neutral
112973,neutral
429971,neutral
430162,neutral
228124,neutral
414626,neutral
169993,neutral
408755,neutral
294820,neutral
415557,neutral
192931,neutral
323639,neutral
366427,neutral
341782,neutral
276343,neutral
30530,neutral
215391,neutral
245368,neutral
243208,neutral
409840,neutral
176258,neutral
97638,neutral
365906,neutral
389394,neutral
471633,neutral
423250,neutral
419959,neutral
345738,neutral
165316,neutral
30,neutral
141911,neutral
43983,neutral
180083,neutral
416606,neutral
376233,neutral
75676,neutral
315238,neutral
84621,neutral
332886,neutral
215825,neutral
475304,neutral
105890,neutral
34372,neutral
136352,neutral
220774,neutral
171041,neutral
421086,neutral
347784,neutral
305937,neutral
33936,neutral
317956,neutral
49397,neutral
485963,neutral
7471,neutral
52384,neutral
210449,neutral
472038,neutral
233480,neutral
176017,neutral
267656,neutral
463506,neutral
361531,neutral
460767,neutral
18895,neutral
8213,neutral
381138,neutral
133424,neutral
456978,neutral
118153,neutral
227406,neutral
23609,neutral
455593,neutral
306602,neutral
213510,neutral
360221,neutral
479408,neutral
283232,neutral
358064,neutral
214552,neutral
311732,neutral
146825,neutral
464561,neutral
356020,neutral
50794,neutral
382153,neutral
309651,neutral
259881,neutral
115306,neutral
232047,neutral
265974,neutral
259488,neutral
1007,neutral
323048,neutral
375731,neutral
107443,neutral
161119,neutral
443167,neutral
124677,neutral
147106,neutral
108917,neutral
15168,neutral
412589,neutral
467544,neutral
437071,neutral
481409,neutral
401516,neutral
292796,neutral
318856,neutral
46732,neutral
117814,neutral
196832,neutral
427615,neutral
408929,neutral
150063,neutral
372408,neutral
316150,neutral
303142,neutral
360718,neutral
242366,neutral
151015,neutral
74835,neutral
260547,neutral
438070,neutral
493058,neutral
249817,neutral
121017,neutral
321491,neutral
246208,neutral
89785,neutral
67969,neutral
173596,neutral
407409,neutral
336772,neutral
428811,neutral
481012,neutral
125939,neutral
414838,neutral
226453,neutral
255302,neutral
239063,neutral
483613,neutral
258420,neutral
396027,neutral
27159,neutral
372045,neutral
174754,neutral
395962,neutral
474782,neutral
18569,neutral
452001,neutral
131999,neutral
328341,neutral
448018,neutral
354228,neutral
106487,neutral
358858,neutral
300826,neutral
346992,neutral
256944,neutral
463277,neutral
9444,neutral
320243,neutral
203492,neutral
404372,neutral
359806,neutral
190299,neutral
39706,neutral
57724,neutral
493170,neutral
429496,neutral
172131,neutral
34082,neutral
201182,neutral
131542,neutral
68226,neutral
62061,neutral
252879,neutral
419195,neutral
108821,neutral
132885,neutral
191574,neutral
394491,neutral
393194,neutral
72328,neutral
320804,neutral
44093,neutral
134869,neutral
148312,neutral
34556,neutral
44069,neutral
232997,neutral
223774,neutral
97027,neutral
229119,neutral
295404,neutral
26164,neutral
236784,neutral
54658,neutral
284732,neutral
333078,neutral
140074,neutral
268115,neutral
480218,neutral
43553,neutral
84361,neutral
152061,neutral
21889,neutral
230598,neutral
137723,neutral
286758,neutral
224108,neutral
192910,neutral
187752,neutral
308126,neutral
164484,neutral
21348,neutral
267683,neutral
149359,neutral
159005,neutral
125663,neutral
93476,neutral
92635,neutral
271272,neutral
35217,neutral
5413,neutral
186588,neutral
91395,neutral
455309,neutral
218866,neutral
396602,neutral
125506,neutral
75524,neutral
432854,neutral
214398,neutral
74324,neutral
37714,neutral
182603,neutral
95331,neutral
235501,neutral
314543,neutral
195472,neutral
98100,neutral
240923,neutral
268332,neutral
100020,neutral
203206,neutral
150356,neutral
292860,neutral
102709,neutral
154217,neutral
168474,neutral
264368,neutral
313969,neutral
1233,neutral
256363,neutral
63504,neutral
303077,neutral
447927,neutral
434230,neutral
398563,neutral
128507,neutral
77084,neutral
241610,neutral
224706,neutral
396224,neutral
278773,neutral
229877,neutral
417719,neutral
325367,neutral
271665,neutral
134374,neutral
206759,neutral
152513,neutral
405210,neutral
406879,neutral
469955,neutral
281107,neutral
424070,neutral
128962,neutral
308248,neutral
362642,neutral
352408,neutral
422720,neutral
401717,neutral
452119,neutral
86829,neutral
485570,neutral
144757,neutral
166320,neutral
134705,neutral
57452,neutral
288939,neutral
270640,neutral
339698,neutral
320284,neutral
307210,neutral
106807,neutral
284123,neutral
260226,neutral
28738,neutral
288272,neutral
60302,neutral
283878,neutral
322858,neutral
31253,neutral
290553,neutral
371695,neutral
66057,neutral
188921,neutral
412852,neutral
438704,neutral
239037,neutral
186096,neutral
290596,neutral
449429,neutral
390416,neutral
276476,neutral
261150,neutral
304296,neutral
134730,neutral
417148,neutral
227174,neutral
329445,neutral
184530,neutral
176596,neutral
2316,neutral
258194,neutral
243074,neutral
49830,neutral
94944,neutral
476841,neutral
492817,neutral
225582,neutral
429387,neutral
257940,neutral
279265,neutral
449853,neutral
164693,neutral
232030,neutral
264578,neutral
75421,neutral
151194,neutral
107996,neutral
488164,neutral
358249,neutral
450763,neutral
120509,neutral
397103,neutral
413133,neutral
136011,neutral
97793,neutral
193550,neutral
80044,neutral
268925,neutral
347093,neutral
464205,neutral
16161,neutral
216340,neutral
30113,neutral
161392,neutral
79348,neutral
347321,neutral
379800,neutral
365684,neutral
98503,neutral
358321,neutral
188964,neutral
96363,neutral
373040,neutral
472030,neutral
451538,neutral
339873,neutral
23792,neutral
412854,neutral
20677,neutral
365514,neutral
355040,neutral
175773,neutral
116109,neutral
59391,neutral
121771,neutral
346289,neutral
473302,neutral
357533,neutral
435614,neutral
477604,neutral
222557,neutral
214126,neutral
112120,neutral
437815,neutral
183274,neutral
487065,neutral
156940,neutral
193332,neutral
68643,neutral
468008,neutral
263459,neutral
24995,neutral
206405,neutral
106592,neutral
44322,neutral
72089,neutral
135628,neutral
399941,neutral
279969,neutral
237970,neutral
98045,neutral
484747,neutral
443077,neutral
488641,neutral
240365,neutral
276872,neutral
296346,neutral
107547,neutral
364493,neutral
403384,neutral
25887,neutral
18258,neutral
370119,neutral
424963,neutral
119566,neutral
143283,neutral
460984,neutral
312481,neutral
243166,neutral
110104,neutral
374368,neutral
165171,neutral
282708,neutral
105692,neutral
260503,neutral
479603,neutral
474705,neutral
64990,neutral
435672,neutral
166607,neutral
400334,neutral
37868,neutral
235723,neutral
248053,neutral
75305,neutral
71329,neutral
345881,neutral
252709,neutral
417864,neutral
211364,neutral
420119,neutral
181929,neutral
389481,neutral
281648,neutral
426069,neutral
169547,neutral
280276,neutral
448821,neutral
308642,neutral
332562,neutral
129850,neutral
457540,neutral
58524,neutral
315131,neutral
432949,neutral
47720,neutral
479779,neutral
55769,neutral
255985,neutral
407339,neutral
441936,neutral
90844,neutral
107764,neutral
369921,neutral
163541,neutral
20674,neutral
437294,neutral
170469,neutral
393498,neutral
97777,neutral
63719,neutral
281039,neutral
363308,neutral
12365,neutral
234786,neutral
167228,neutral
477832,neutral
263546,neutral
273431,neutral
228914,neutral
284434,neutral
193687,neutral
171325,neutral
451636,neutral
250920,neutral
386379,neutral
488041,neutral
177293,neutral
338369,neutral
460947,neutral
391008,neutral
394476,neutral
26301,neutral
423700,neutral
332116,neutral
265327,neutral
205187,neutral
169088,neutral
216796,neutral
165771,neutral
408175,neutral
199553,neutral
204107,neutral
146168,neutral
65105,neutral
120406,neutral
422884,neutral
206520,neutral
245709,neutral
36530,neutral
327825,neutral
344832,neutral
368022,neutral
457444,neutral
154021,neutral
224195,neutral
274546,neutral
313570,neutral
463571,neutral
72538,neutral
461171,neutral
79530,neutral
257462,neutral
95071,neutral
84380,neutral
187959,neutral
427035,neutral
166766,neutral
484770,neutral
150391,neutral
144374,neutral
54278,neutral
201424,neutral
183287,neutral
84166,neutral
385626,neutral
105481,neutral
263955,neutral
143460,neutral
103395,neutral
379098,neutral
221471,neutral
121764,neutral
5798,neutral
477084,neutral
417431,neutral
328581,neutral
85457,neutral
298734,neutral
255093,neutral
266315,neutral
138346,neutral
67589,neutral
112633,neutral
80033,neutral
111530,neutral
354333,neutral
267438,neutral
107410,neutral
267961,neutral
9481,neutral
346504,neutral
134166,neutral
205932,neutral
395046,neutral
398828,neutral
228833,neutral
173176,neutral
390446,neutral
61478,neutral
450893,neutral
296296,neutral
53213,neutral
142127,neutral
25244,neutral
412867,neutral
126802,neutral
105637,neutral
108869,neutral
306495,neutral
265522,neutral
305174,neutral
482691,neutral
422310,neutral
86603,neutral
211719,neutral
139298,neutral
161174,neutral
377088,neutral
386974,neutral
194435,neutral
83405,neutral
20143,neutral
280200,neutral
65456,neutral
99476,neutral
49364,neutral
117793,neutral
117731,neutral
265601,neutral
432343,neutral
367832,neutral
49651,neutral
352970,neutral
196679,neutral
306210,neutral
28194,neutral
277295,neutral
374235,neutral
211258,neutral
489526,neutral
472576,neutral
399306,neutral
273749,neutral
206015,neutral
53938,neutral
438734,neutral
287900,neutral
177857,neutral
103863,neutral
449865,neutral
30202,neutral
289676,neutral
185188,neutral
488115,neutral
425453,neutral
300510,neutral
136183,neutral
168168,neutral
58717,neutral
184467,neutral
341928,neutral
186630,neutral
476888,neutral
32211,neutral
334766,neutral
264547,neutral
432516,neutral
261551,neutral
206272,neutral
9646,neutral
153559,neutral
326792,neutral
212699,neutral
211187,neutral
116942,neutral
213482,neutral
482004,neutral
138024,neutral
399448,neutral
380083,neutral
85998,neutral
149254,neutral
485136,neutral
296992,neutral
410274,neutral
375454,neutral
273210,neutral
62349,neutral
361129,neutral
453912,neutral
253218,neutral
116166,neutral
273292,neutral
430401,neutral
55643,neutral
256854,neutral
171162,neutral
5744,neutral
121449,neutral
86684,neutral
420757,neutral
139027,neutral
36793,neutral
66244,neutral
286761,neutral
208992,neutral
163420,neutral
357561,neutral
402477,neutral
274325,neutral
428767,neutral
30747,neutral
204869,neutral
63798,neutral
335753,neutral
136917,neutral
143922,neutral
476173,neutral
454803,neutral
268580,neutral
446169,neutral
248,neutral
123755,neutral
140139,neutral
192890,neutral
407573,neutral
84641,neutral
311765,neutral
415659,neutral
55394,neutral
99392,neutral
246804,neutral
227055,neutral
121505,neutral
476361,neutral
326993,neutral
208375,neutral
57186,neutral
389025,neutral
11912,neutral
329954,neutral
320390,neutral
19525,neutral
184524,neutral
60372,neutral
32801,neutral
23228,neutral
455739,neutral
136277,neutral
456742,neutral
383251,neutral
324557,neutral
418801,neutral
49097,neutral
207802,neutral
54245,neutral
461081,neutral
145301,neutral
166027,neutral
205787,neutral
485040,neutral
23046,neutral
355974,neutral
204035,neutral
389721,neutral
343608,neutral
40085,neutral
41038,neutral
108872,neutral
117452,neutral
375425,neutral
314057,neutral
67814,neutral
440722,neutral
134706,neutral
26624,neutral
443678,neutral
282507,neutral
229630,neutral
111723,neutral
310386,neutral
21416,neutral
60390,neutral
84742,neutral
362188,neutral
54258,neutral
404399,neutral
275746,neutral
170109,neutral
224262,neutral
288822,neutral
355299,neutral
306687,neutral
472608,neutral
449285,neutral
84531,neutral
254850,neutral
54797,neutral
111844,neutral
295827,neutral
361672,neutral
182808,neutral
176044,neutral
360918,neutral
440072,neutral
142159,neutral
268465,neutral
414539,neutral
375598,neutral
450324,neutral
247334,neutral
454963,neutral
474689,neutral
370528,neutral
185668,neutral
449678,neutral
317632,neutral
320424,neutral
239154,neutral
431933,neutral
205094,neutral
33777,neutral
42537,neutral
19772,neutral
148043,neutral
50719,neutral
57348,neutral
256951,neutral
480459,neutral
291216,neutral
351597,neutral
481627,neutral
116851,neutral
372999,neutral
454684,neutral
315656,neutral
276870,neutral
295835,neutral
434757,neutral
440806,neutral
240841,neutral
432781,neutral
470521,neutral
245582,neutral
303334,neutral
48932,neutral
100817,neutral
174140,neutral
221783,neutral
347814,neutral
50459,neutral
263106,neutral
404762,neutral
380305,neutral
328105,neutral
434213,neutral
257018,neutral
400418,neutral
198295,neutral
277951,neutral
307980,neutral
202397,neutral
207170,neutral
433453,neutral
291406,neutral
159656,neutral
110665,neutral
390924,neutral
416464,neutral
68291,neutral
87776,neutral
471288,neutral
75790,neutral
460718,neutral
317244,neutral
280504,neutral
76738,neutral
26331,neutral
113747,neutral
190901,neutral
298699,neutral
210837,neutral
477466,neutral
85199,neutral
346250,neutral
479402,neutral
312491,neutral
47891,neutral
109150,neutral
338191,neutral
209735,neutral
263156,neutral
160444,neutral
350228,neutral
35078,neutral
422660,neutral
189968,neutral
314584,neutral
427303,neutral
339009,neutral
294242,neutral
361092,neutral
123858,neutral
58205,neutral
35224,neutral
353393,neutral
99576,neutral
416146,neutral
413857,neutral
106908,neutral
382497,neutral
357275,neutral
464746,neutral
239512,neutral
66511,neutral
19495,neutral
140880,neutral
448160,neutral
425392,neutral
204243,neutral
214247,neutral
4716,neutral
221181,neutral
347476,neutral
362151,neutral
263230,neutral
320774,neutral
376610,neutral
308710,neutral
15460,neutral
150675,neutral
278885,neutral
467927,neutral
323331,neutral
77155,neutral
54593,neutral
310092,neutral
139877,neutral
271121,neutral
332553,neutral
54876,neutral
451239,neutral
468501,neutral
337556,neutral
391650,neutral
375706,neutral
238543,neutral
187003,neutral
214115,neutral
74684,neutral
259047,neutral
353166,neutral
116199,neutral
386384,neutral
391557,neutral
315452,neutral
17842,neutral
99404,neutral
1009,neutral
117647,neutral
268283,neutral
437163,neutral
68911,neutral
369744,neutral
484136,neutral
452034,neutral
227295,neutral
228678,neutral
257419,neutral
5773,neutral
225971,neutral
126853,neutral
315240,neutral
287762,neutral
382239,neutral
262226,neutral
52222,neutral
239215,neutral
6990,neutral
15185,neutral
307742,neutral
344023,neutral
464736,neutral
369019,neutral
276146,neutral
452938,neutral
225638,neutral
24104,neutral
473828,neutral
417879,neutral
360805,neutral
73589,neutral
226027,neutral
152997,neutral
14265,neutral
399227,neutral
464779,neutral
313810,neutral
130699,neutral
34392,neutral
63848,neutral
303082,neutral
194939,neutral
431355,neutral
230036,neutral
150718,neutral
268760,neutral
289732,neutral
462976,neutral
98015,neutral
98509,neutral
394954,neutral
411710,neutral
391023,neutral
343804,neutral
290843,neutral
97946,neutral
146624,neutral
23381,neutral
426102,neutral
288095,neutral
360321,neutral
373531,neutral
85188,neutral
340317,neutral
420915,neutral
299341,neutral
462127,neutral
32635,neutral
218487,neutral
448218,neutral
68378,neutral
492150,neutral
337698,neutral
199543,neutral
487218,neutral
18171,neutral
18932,neutral
450781,neutral
449969,neutral
197090,neutral
236026,neutral
489753,neutral
362678,neutral
399399,neutral
127817,neutral
346999,neutral
71237,neutral
434290,neutral
365357,neutral
89578,neutral
310354,neutral
68611,neutral
206480,neutral
331114,neutral
345162,neutral
486842,neutral
245406,neutral
318186,neutral
214562,neutral
98011,neutral
188183,neutral
332485,neutral
481060,neutral
399384,neutral
124690,neutral
118438,neutral
71444,neutral
184804,neutral
401144,neutral
493056,neutral
15501,neutral
258216,neutral
223546,neutral
192870,neutral
163538,neutral
433515,neutral
256477,neutral
36820,neutral
32384,neutral
225136,neutral
393975,neutral
244409,neutral
436104,neutral
9894,neutral
447657,neutral
48133,neutral
74707,neutral
438023,neutral
12366,neutral
317663,neutral
181016,neutral
105926,neutral
400540,neutral
422330,neutral
3794,neutral
63477,neutral
411159,neutral
372957,neutral
428719,neutral
301294,neutral
298887,neutral
324566,neutral
405747,neutral
169119,neutral
292647,neutral
482043,neutral
142557,neutral
493154,neutral
382674,neutral
200838,neutral
99100,neutral
224113,neutral
309046,neutral
170809,neutral
81105,neutral
332532,neutral
346277,neutral
177655,neutral
54221,neutral
491144,neutral
188862,neutral
436815,neutral
339281,neutral
268574,neutral
116319,neutral
295772,neutral
339716,neutral
228627,neutral
260032,neutral
148728,neutral
421358,neutral
68030,neutral
361277,neutral
468168,neutral
363132,neutral
76490,neutral
108080,neutral
149630,neutral
492539,neutral
247676,neutral
234426,neutral
320815,neutral
139349,neutral
6775,neutral
308919,neutral
445450,neutral
59206,neutral
391542,neutral
275859,neutral
206246,neutral
72629,neutral
121230,neutral
312139,neutral
237017,neutral
18662,neutral
330090,neutral
85026,neutral
352750,neutral
280668,neutral
343061,neutral
401634,neutral
204039,neutral
154878,neutral
377895,neutral
492343,neutral
389937,neutral
380994,neutral
344969,neutral
393887,neutral
207118,neutral
491345,neutral
420155,neutral
181687,neutral
65043,neutral
4517,neutral
481952,neutral
475475,neutral
26896,neutral
469013,neutral
201464,neutral
226184,neutral
49040,neutral
447646,neutral
149425,neutral
115336,neutral
335794,neutral
245513,neutral
320035,neutral
469312,neutral
448378,neutral
340987,neutral
165067,neutral
284140,neutral
404201,neutral
94993,neutral
72153,neutral
448165,neutral
296336,neutral
22513,neutral
8815,neutral
418633,neutral
